Filename,Background_Median,Background_MAD,Background_Robust_Std,Background_Mean,Background_Std,Background_Pixels,Lease_Mean_Z,Lease_Median_Z,Lease_Std_Z,Lease_Min_Z,Lease_Max_Z,Lease_Pixels,Lease_Pct_Above_Background,Lease_Pct_Significantly_Below,Lease_Pct_Significantly_Above
"2024-06-29, 6-14-16-32_AOI, NDVI.data.tif",0.84548604,0.020222068,0.029981237,0.8343481,0.041622292,15594,1.0289389,1.0899556,0.2939529,-0.139254,1.6186109,576,99.65277777777779,0.0,0.0
6-14-16-32_AOI_2020-07-30_NDVI.tif,0.84137803,0.005187571,0.007691093,0.8398708,0.010003993,6187,-5.1853104,-3.825966,5.0937014,-20.317406,1.0542634,228,7.017543859649122,64.91228070175438,0.0
6-14-16-32_AOI_2021-07-30_NDVI.tif,0.4747407,0.06382355,0.094624795,0.4808205,0.09477241,6187,-1.962507,-2.2475266,0.9802685,-3.3221354,1.5939803,228,3.508771929824561,59.64912280701754,0.0
6-14-16-32_AOI_2022-08-04_NDVI.tif,0.76783955,0.024011374,0.03559926,0.76362276,0.041159365,6187,1.5623299,1.7097981,0.5506285,0.11000299,2.3830817,228,100.0,0.0,22.36842105263158
6-14-16-32_AOI_2023-07-10_NDVI.tif,0.90467936,0.012214899,0.01810981,0.894944,0.033015534,6187,-8.168138,-7.357724,5.849129,-23.322151,0.9955726,228,7.017543859649122,84.64912280701753,0.0
6-14-16-32_AOI_2025-07-09_NDVI.tif,0.9147053,0.0100259185,0.014864426,0.9090754,0.025295336,6187,-7.2180734,-5.8908105,5.4887424,-23.78129,0.80593485,228,4.385964912280701,85.96491228070175,0.0
